1210_031012_42146_c100926392550000001823199905121697_s1_p0/54134/41_1190_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/75169/41_1190_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/54134/41_1190_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/129363/1195_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/61870/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/58629/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/90666/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/140698/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/60776/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/120498/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/152438/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/93876/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/160760/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/148358/1483_45_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/71027/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/46927/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/119813/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/74320/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/101721/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/136159/1471_33_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/90538/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/38828/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/87421/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/94643/40_1478_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/140868/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/106157/40_1478_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/66092/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/138059/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49742/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/95652/1484_46_CCS
